StartDate,EndDate,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11WOC,F12,F13,F14WOC,F15WOC,F16WOC,F17,F18,F19,F20WOC,F21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33MOC,M34MOC,M35MOC,M36MOC,M37,M38,M39,M40,M41,M42,Age,Gender,Ethnicity,Specify_ethnicity,University,Class_standing,Class_specify,Major,GPA,History_offering,Taken_history,Grade_history,Womenclass_offer,Taken_womenclass,Grade_womenclass,Nameofwomenclass,Male_score,Female_score,POC_score,White_score,WhiteWomen_score,WhiteMen_score,POCWomen_score,POCMen_score,Overall_Reconition_Mean,random_white,Male_Score_Median,Female_Score_Median,POC_Score_Median,White_Score_Median,White_Women_Median,White_Men_Median,POC_Women_Median,POC_Men_Median,Full_Scale_Median,Random_White_Median
2/15/2018 11:52:43,2/15/2018 11:56:13,2,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3,0,1,2,1,3,3,3,1,1,2,1,3,3,2,1,0,0,1,2,0,1,2,3,3,1,21,2,5, , ,4, ,Psychology,2,1,3, , , , , ,1.71428571428571,.761904761904762,.777777777777778,1.36363636363636,.75,1.94117647058824,.8,.75,1.23809523809524,1.33333333333333,2,0,1,1,0,2,1,.5,1,1
1/31/2018 14:17:10,1/31/2018 14:21:25,2,1,3,1,2,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,3,3,3,3,2,2,1,3,1,3,3,1,0,1,1,1,3,2,2,3,3,22,2,5, , ,4, ,Psychology,3.9,1,1,1,1,3, , ,2.0952380952381,.952380952380952,.555555555555556,1.78787878787879,1.125,2.41176470588235,.4,.75,1.52380952380952,1.55555555555556,2,1,1,2,1,3,0,1,1,2
2/8/2018 8:10:20,2/8/2018 8:13:03,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,1,1,2,0,2,0,0,0,0,2,2,2,1,0,0,26,2,5, , ,4, ,Psychology,3.56, , , ,1,1,1,not sure,1.14285714285714,.19047619047619,0,.848484848484849,.25,1.41176470588235,0,0,.666666666666667,.666666666666667,1,0,0,1,0,2,0,0,0,0
2/3/2018 18:32:56,2/3/2018 18:37:38,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,3,1,1,3,3,2,0,0,0,1,0,1,0,2,1,0,24,2,5, , ,4, ,Psychology,2.5,1,1,2,1,3, , ,1.47619047619048,.238095238095238,.111111111111111,1.06060606060606,.3125,1.76470588235294,0,.25,.857142857142857,.888888888888889,1,0,0,1,0,2,0,0,0,0
2/19/2018 18:57:10,2/19/2018 19:02:04,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3,3,3,0,2,3,3,3,3,3,0,0,0,0,0,1,3,0,2,2,22,2,5, , ,4, ,Psychology,3.2,2, , ,1,3, , ,1.76190476190476,.19047619047619,0,1.24242424242424,.25,2.17647058823529,0,0,.976190476190476,.666666666666667,2,0,0,1,0,3,0,0,0,1
2/19/2018 12:52:24,2/19/2018 12:56:22,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,1,3,2,2,3,1,0,0,0,0,0,0,2,0,0,2,2,21,2,5, , ,4, ,Psychology,3, , , ,1,3, , ,1.42857142857143,.19047619047619,0,1.03030303030303,.25,1.76470588235294,0,0,.80952380952381,.555555555555556,2,0,0,0,0,2,0,0,0,0
2/19/2018 17:17:40,2/19/2018 17:21:44,2,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,2,3,2,3,3,3,0,0,0,0,0,1,2,0,3,0,21,2,5, , ,4, ,Psychology,3.98, , , ,1,1,1,Psychology of Gender,1.66666666666667,.571428571428571,0,1.42424242424242,.75,2.05882352941176,0,0,1.11904761904762,.888888888888889,2,0,0,2,0,3,0,0,0,1
2/19/2018 9:57:47,2/19/2018 10:01:46,2,2,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,3,3,3,3,3,2,3,2,3,0,0,1,0,1,3,3,1,2,2,40,1,5, , ,4, ,Psychology,3.82,1,1,1,2, , , ,2.0952380952381,.571428571428571,.222222222222222,1.63636363636364,.6875,2.52941176470588,.2,.25,1.33333333333333,1.22222222222222,3,0,0,2,.5,3,0,0,1,1
2/18/2018 23:52:15,2/18/2018 23:55:14,2,3,0,0,1,1,1,0,0,1,0,3,0,1,0,0,2,0,0,1,0,3,3,3,3,3,3,3,2,3,3,3,1,0,1,0,0,3,3,2,2,2,21,2,3, , ,4, ,Psychology,3.87,1,3, ,2, , , ,2.19047619047619,.761904761904762,.444444444444444,1.75757575757576,.875,2.58823529411765,.4,.5,1.47619047619048,1.66666666666667,3,0,0,2,.5,3,0,.5,1,2
2/18/2018 21:22:46,2/18/2018 21:26:11,2,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,0,3,3,3,3,3,3,0,0,0,0,0,3,1,3,3,3,21,2,5, , ,4, ,Psychology,3.5,1,1,1,2, , , ,2.04761904761905,.428571428571429,0,1.57575757575758,.5625,2.52941176470588,0,0,1.23809523809524,1.44444444444444,3,0,0,2,0,3,0,0,.5,1
2/13/2018 19:06:54,2/13/2018 19:24:01,3,1,1,1,3,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,3,3,3,2,2,3,2,3,3,3,0,0,1,0,1,2,3,2,0,1,21,2,5, , ,4, ,Psychology,3,1,3, ,1,3, , ,1.9047619047619,.619047619047619,.111111111111111,1.57575757575758,.8125,2.29411764705882,0,.25,1.26190476190476,1,2,0,0,2,.5,3,0,0,1,0
2/23/2018 18:16:02,2/23/2018 18:19:59,3,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,1,3,3,3,3,3,3,1,0,1,1,0,3,2,0,2,3,30,2,5, , ,4, ,Psychology,3.75,1,1,1,2, , , ,2.0952380952381,.523809523809524,.333333333333333,1.57575757575758,.6875,2.41176470588235,0,.75,1.30952380952381,.777777777777778,3,0,0,2,0,3,0,1,1,1
2/15/2018 13:17:12,2/15/2018 13:21:52,3,1,1,0,2,1,0,0,1,0,2,1,0,0,1,1,1,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,2,1,3,1,3,1,3,3,22,2,5, , ,4, ,Psychology,3.2,1,3, ,1,3, , ,2.52380952380952,.761904761904762,1.11111111111111,1.78787878787879,.75,2.76470588235294,.8,1.5,1.64285714285714,1.44444444444444,3,1,1,2,1,3,1,1.5,1,1
2/15/2018 10:55:06,2/15/2018 10:59:15,3,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,3,3,3,3,3,3,3,2,3,1,1,0,0,3,1,3,3,0,0,21,1,5, , ,4, ,Psychology,2.6,1,3, ,1,3, , ,2.0952380952381,.476190476190476,.444444444444444,1.51515151515152,.5,2.47058823529412,.4,.5,1.28571428571429,1.33333333333333,3,0,0,2,0,3,0,.5,1,0
2/15/2018 11:29:03,2/15/2018 11:33:56,3,3,0,0,3,0,1,0,1,1,3,1,0,0,0,0,3,0,3,0,0,3,3,3,3,3,3,3,3,3,3,3,2,0,0,0,3,3,3,3,2,3,21,1,5, , ,4, ,Psychology,3.7,1,3, , , , , ,2.47619047619048,1.04761904761905,.555555555555556,2.09090909090909,1.1875,2.94117647058824,.6,.5,1.76190476190476,1.66666666666667,3,0,0,3,1,3,0,0,3,2
3/2/2018 10:12:31,3/2/2018 10:16:26,3,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,3,3,1,2,3,2,1,0,0,0,3,2,3,0,1,1,21,2,5, , ,4, ,Psychology,3.7,1,2, ,1,3, , ,1.85714285714286,.380952380952381,.111111111111111,1.39393939393939,.5,2.23529411764706,0,.25,1.11904761904762,.777777777777778,2,0,0,1,0,3,0,0,1,1
2/19/2018 12:24:05,2/19/2018 12:26:24,3,1,3,0,3,1,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,1,0,3,2,3,3,3,3,2,22,2,5, , ,4, ,Psychology,4,1,3, ,2, , , ,2.66666666666667,.952380952380952,1.11111111111111,2,1.0625,2.88235294117647,.6,1.75,1.80952380952381,1.77777777777778,3,0,0,3,0,3,0,2,3,3
2/19/2018 14:59:45,2/19/2018 15:03:32,3,2,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,2,3,0,47,2,3, , ,4, ,Psychology,3.6,1,3, ,2, , , ,1.95238095238095,.571428571428571,.111111111111111,1.57575757575758,.6875,2.41176470588235,.2,0,1.26190476190476,1.44444444444444,3,0,0,2,0,3,0,0,0,2
2/15/2018 10:04:15,2/15/2018 10:07:48,3,1,1,0,2,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,3,3,3,3,2,2,3,3,2,3,3,2,1,0,3,2,3,3,1,0,1,21,2,5, , ,4, ,Psychology,3.5,1,3, ,1,2, ,Gender in American History,2.19047619047619,.714285714285714,1,1.57575757575758,.75,2.35294117647059,.6,1.5,1.45238095238095,1,3,1,1,1,1,3,1,1.5,1,1
1/31/2018 13:16:45,1/31/2018 13:20:03,3,1,2,0,3,3,2,0,0,2,0,2,0,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,2,3,3,0,0,0,1,2,3,3,2,3,3,21,1,1, , ,4, ,Psychology,3.89,1,1,1,1,1,1,Women of Psychology,2.33333333333333,.904761904761905,.111111111111111,2.03030303030303,1.1875,2.82352941176471,0,.25,1.61904761904762,2,3,0,0,3,1,3,0,0,2,3
2/1/2018 9:19:32,2/1/2018 9:23:33,3,2,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,3,3,2,3,3,3,3,3,3,0,0,0,0,0,1,2,0,0,2,20,2,5, , ,4, ,Psychology,3.8,1,2, ,1,3, , ,1.76190476190476,.523809523809524,.111111111111111,1.42424242424242,.625,2.17647058823529,.2,0,1.14285714285714,.555555555555556,2,0,0,1,0,3,0,0,0,0
2/1/2018 9:01:14,2/1/2018 9:03:51,3,3,0,0,2,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,21,2,5, , ,4, ,Psychology,3.75,1,1,1,2, , , ,2.42857142857143,.666666666666667,0,1.96969696969697,.875,3,0,0,1.54761904761905,2,3,0,0,3,.5,3,0,0,1.5,3
2/20/2018 9:13:07,2/20/2018 9:18:05,3,2,0,0,3,3,2,1,0,1,1,1,0,1,0,0,0,0,1,1,0,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,3,3,3,3,3,3, ,2,5, , ,4, ,Psychology,4,1,1,1,1,1,1,Psychology of women,2.47619047619048,.952380952380952,.444444444444444,2.06060606060606,1.0625,3,.6,.25,1.71428571428571,2.22222222222222,3,1,0,3,1,3,1,0,2,3
2/20/2018 11:06:37,2/20/2018 11:10:05,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,2,3,1,3,1,0,0,1,0,0,3,2,1,3,0,0,23,2,3, , ,4, ,Psychology,3.8,1,1,1,1,3, , ,1.66666666666667,.380952380952381,.111111111111111,1.27272727272727,.5,2,0,.25,1.02380952380952,1.33333333333333,2,0,0,1,0,3,0,0,0,0
2/22/2018 5:13:11,2/22/2018 5:21:40,3,3,1,1,3,1,1,0,1,3,1,0,0,0,0,0,1,0,2,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,1,1,3,3,3,3,1,1, ,2,5, , ,4, ,Psychology,3.82, , , ,1,2, ,Woman and Gender Studies,2.33333333333333,1,.333333333333333,2.03030303030303,1.25,2.76470588235294,.2,.5,1.66666666666667,1.55555555555556,3,1,0,3,1,3,0,.5,1,1
2/2/2018 10:11:10,2/2/2018 10:13:34,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,3,3,2,1,2,1,2,0,0,1,0,0,0,0,1,2,0,22,2,2, , ,4, ,Psychology,3.4,1,1,2, , , , ,1.33333333333333,.285714285714286,.111111111111111,1,.375,1.58823529411765,0,.25,.80952380952381,1.11111111111111,1,0,0,0,0,2,0,0,0,0
2/2/2018 11:34:09,2/2/2018 11:36:05,3,3,1,1,3,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,3,3,3,3,3,3,3,1,3,2,3,0,0,0,1,3,1,2,0,0,3,20,2,5, , ,4, ,Psychology,3.5,1,3, ,1,3, , ,1.9047619047619,.80952380952381,.333333333333333,1.63636363636364,.9375,2.29411764705882,.4,.25,1.35714285714286,1.11111111111111,3,0,0,2,.5,3,0,0,1,1
2/9/2018 16:02:58,2/9/2018 16:06:23,3,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,3,2,3,0,0,0,0,3,2,1,0,0,1,26,2,5, , ,4, ,Psychology,3.2,1,3, , , , , ,1.71428571428571,.380952380952381,0,1.33333333333333,.5,2.11764705882353,0,0,1.04761904761905,.666666666666667,2,0,0,1,0,3,0,0,0,0
2/8/2018 13:14:36,2/8/2018 13:16:27,3,3,0,0,3,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,3,3,3,3,3,3,3,1,3,3,3,1,0,0,0,3,3,3,0,1,3,20,2,5, , ,4, ,Psychology,3.4,1,3, ,1,3, , ,2.14285714285714,.714285714285714,.333333333333333,1.72727272727273,.8125,2.58823529411765,.4,.25,1.42857142857143,.888888888888889,3,0,0,3,0,3,0,0,1,1
2/22/2018 0:41:14,2/22/2018 0:44:01,3,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,3,3,3,3,3,3,2,3,3,1,0,0,0,1,0,2,3,2,0,1,21,2,3, , ,4, ,Psychology,3.48, , , , , , , ,1.85714285714286,.619047619047619,.111111111111111,1.54545454545455,.8125,2.23529411764706,0,.25,1.23809523809524,1.22222222222222,2,0,0,2,0,3,0,0,1,1
2/18/2018 17:33:11,2/18/2018 17:38:57,3,0,1,1,3,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,0,1,0,0,0,3,3,3,3,3,22,2,5, , ,4, ,Psychology,3.66,1,1,2,1,3, , ,2.33333333333333,.619047619047619,.222222222222222,1.81818181818182,.75,2.82352941176471,.2,.25,1.47619047619048,1.77777777777778,3,0,0,3,0,3,0,0,1,3
2/19/2018 16:29:16,2/19/2018 16:33:47,3,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,1,3,2,1,3,3,19,2,1, , ,4, ,Psychology,3.431,1,3, ,1,3, , ,2.19047619047619,.523809523809524,0,1.72727272727273,.6875,2.70588235294118,0,0,1.35714285714286,1.44444444444444,3,0,0,2,0,3,0,0,1,2
2/18/2018 16:14:25,2/18/2018 16:17:14,3,2,3,1,2,3,2,2,2,2,2,0,1,1,2,2,2,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,3,2,1,2,2,22,2,5, , ,4, ,Psychology,3,1,1,2,2, , , ,2.47619047619048,1.80952380952381,1.88888888888889,2.21212121212121,1.8125,2.58823529411765,1.8,2,2.14285714285714,1.77777777777778,3,2,2,2,2,3,2,2,2,2
2/20/2018 13:46:24,2/20/2018 13:49:30,3,1,0,1,3,2,1,1,1,1,2,0,0,0,0,1,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,1,0,0,2,3,2,2,0,1,3,23,2,5, , ,4, ,Psychology,2.5,1,1,2,1,3, , ,2.23809523809524,.857142857142857,.666666666666667,1.78787878787879,.9375,2.58823529411765,.6,.75,1.54761904761905,1.11111111111111,3,1,0,2,1,3,0,.5,1,1
2/22/2018 16:20:57,2/22/2018 16:25:24,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,2,3,2,3,0,1,0,0,2,0,1,2,0,0,22,2,5, , ,4, ,Psychology,3.5,2, , ,1,1,1,Psychology of Women,1.76190476190476,.238095238095238,.111111111111111,1.24242424242424,.3125,2.11764705882353,0,.25,1,1.11111111111111,2,0,0,0,0,3,0,0,0,0
2/19/2018 11:38:28,2/19/2018 11:42:11,3,1,1,0,1,2,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,3,3,3,3,3,3,3,2,3,3,3,1,0,0,0,1,3,1,1,1,0, ,2,6,Mixed,Boise State University,4, ,Psychology,3.5,1,3, , , , , ,1.9047619047619,.619047619047619,.111111111111111,1.57575757575758,.8125,2.29411764705882,0,.25,1.26190476190476,1.33333333333333,3,0,0,1,1,3,0,0,1,1
2/22/2018 19:11:34,2/22/2018 19:14:28,3,0,0,2,3,1,0,0,0,0,0,0,1,0,0,1,1,2,0,1,0,3,3,3,3,3,3,3,3,3,3,3,0,0,1,1,3,0,3,3,3,1,22,2,1, , ,4, ,Psychology,3,2, , , , , , ,2.28571428571429,.714285714285714,.444444444444444,1.78787878787879,.8125,2.70588235294118,.4,.5,1.5,2,3,0,0,3,0,3,0,.5,1,3
2/8/2018 19:36:10,2/8/2018 19:41:09,1,2,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,3,3,3,3,0,0,1,2,3,3,2,0,1,0,0,0,1,2,1,2,0,22,2,5, , ,4, ,PSYCHOLOGY,3,1,3, ,1,2, ,Sociology of gender,1.42857142857143,.476190476190476,.333333333333333,1.12121212121212,.5,1.70588235294118,.4,.25,.952380952380952,.666666666666667,1,0,0,1,0,2,0,0,1,1
2/20/2018 20:06:41,2/20/2018 20:09:53,3,2,3,0,2,2,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,1,3,2,2,2,2,23,2,5, , ,4, ,Psychology and Communication,3.85,1,1,1,2, , , ,2.14285714285714,.80952380952381,.222222222222222,1.81818181818182,.9375,2.64705882352941,.4,0,1.47619047619048,1.55555555555556,3,0,0,2,.5,3,0,0,1.5,2
2/18/2018 17:47:34,2/18/2018 17:55:03,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,2,0,0,1,0,3,1,3,3,2,2,2,2,3,2,2,0,0,1,0,0,3,0,2,0,2,20,2,5, , ,4, ,Psychology and Criminal Justice,3.79,1,1,1,2, , , ,1.57142857142857,.428571428571429,.222222222222222,1.21212121212121,.5,1.88235294117647,.2,.25,1,.888888888888889,2,0,0,1,0,2,0,0,1,0
2/8/2018 11:14:36,2/8/2018 11:18:37,3,3,3,0,2,2,1,0,0,0,2,0,1,0,0,0,2,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,2,3,3,0,3,0,22,1,5, , ,4, ,Psychology and Health Promotion,3.87,2, , ,1,1,2,Psychology of Gender,2.0952380952381,.904761904761905,.222222222222222,1.84848484848485,1.0625,2.58823529411765,.4,0,1.5,1.22222222222222,3,0,0,3,.5,3,0,0,2,2
2/20/2018 19:08:37,2/20/2018 19:12:30,3,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,3,3,3,2,3,3,3,0,3,3,0,0,0,0,0,0,0,1,0,1,0,21,1,5, , ,4, ,Psychology and Social Science,2.6,1,3, ,1,3, , ,1.33333333333333,.523809523809524,0,1.18181818181818,.6875,1.64705882352941,0,0,.928571428571429,1.11111111111111,1,0,0,1,0,2,0,0,0,1
2/21/2018 14:56:25,2/21/2018 14:59:06,3,0,0,2,3,2,2,0,0,0,2,0,0,0,1,0,0,0,2,1,1,3,3,3,2,3,3,3,3,3,3,3,2,0,0,0,1,3,3,0,0,3,28,2,6, ,Colorado Mesa University,4, ,Psychology Counseling,2.8,1,2, ,1,1,1, ,2.0952380952381,.904761904761905,.666666666666667,1.72727272727273,.9375,2.47058823529412,.8,.5,1.5,.888888888888889,3,0,0,2,0,3,1,0,2,0
2/22/2018 16:51:33,2/22/2018 16:54:25,0,2,3,3,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,3,3,3,0,3,3,2,3,3,3,1,0,0,0,0,2,3,0,2,0,21,2,5, , ,4, ,"Psychology, English Literature (double major)",3.97,2, , ,1,1,1,Psychology of Women,1.76190476190476,.666666666666667,.111111111111111,1.51515151515152,.875,2.11764705882353,0,.25,1.21428571428571,.444444444444444,2,0,0,2,0,3,0,0,0,0
2/8/2018 7:02:58,2/8/2018 7:04:57,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,3,2,1,3,3,3,0,0,0,0,2,2,1,3,3,0,23,1,5, , ,4, ,"Psychology, Philosophy",3.72,2, , ,1,3, , ,1.9047619047619,.476190476190476,0,1.51515151515152,.625,2.35294117647059,0,0,1.19047619047619,1.44444444444444,2,0,0,2,0,3,0,0,.5,1
2/8/2018 19:27:09,2/8/2018 19:31:57,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,0,1,2,1,2,0,0,0,0,0,0,0,2,0,0,0,0,21,1,5, , ,4, ,Psychology/Criminology,3.94,1,3, , , , , ,.904761904761905,.0952380952380952,0,.636363636363636,.125,1.11764705882353,0,0,.5,0,0,0,0,0,0,1,0,0,0,0
1/31/2018 13:02:19,1/31/2018 13:05:49,1,0,0,1,2,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,3,2,0,3,3,20,2,5, , ,4, ,Psychology/Political Science,3.58,1,1,1,1,1,1,Psychology of Women,2.14285714285714,.428571428571429,.222222222222222,1.57575757575758,.5,2.58823529411765,.2,.25,1.28571428571429,1,3,0,0,2,0,3,0,0,1,1
2/19/2018 14:02:27,2/19/2018 14:15:46,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,3,3,3,3,1,3,1,1,0,0,0,0,0,1,1,2,1,0,22,2,5, , ,4, ,Psychology/Pre-OT,3.91,1,3, ,2, , , ,1.47619047619048,.142857142857143,0,1.03030303030303,.1875,1.82352941176471,0,0,.80952380952381,.888888888888889,1,0,0,1,0,2,0,0,0,0
2/15/2018 10:49:04,2/15/2018 10:52:45,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,3,3,2,0,2,2,3,3,3,2,2,0,0,0,0,0,3,3,0,1,21,2,5, , ,4, ,Psychology/Spanish,3.7,1,3, ,1,3, , ,1.66666666666667,.333333333333333,.444444444444444,1.15151515151515,.3125,1.94117647058824,.4,.5,1,.888888888888889,2,0,0,1,0,2,0,0,0,0
2/8/2018 13:13:02,2/8/2018 13:14:33,1,0,2,1,2,1,1,2,2,0,1,1,1,2,1,0,0,2,2,0,3,3,1,2,2,2,3,1,1,0,1,1,3,3,1,2,2,0,1,3,0,2,21,2,5, , ,4, ,pyschological science,3.98,1,3, , , , , ,1.61904761904762,1.19047619047619,1.44444444444444,1.39393939393939,1.3125,1.47058823529412,.8,2.25,1.4047619047619,1.66666666666667,2,1,1,1,1,1,1,2.5,1,1
