country,year,pop,continent,gdpPercap,lifeExp
Afghanistan,1952,8425333,Asia,779.4453145,28.801
Afghanistan,1957,9240934,Asia,820.8530296,30.332
Afghanistan,1962,10267083,Asia,853.10071,31.997
Afghanistan,1967,11537966,Asia,836.1971382,34.02
Afghanistan,1972,13079460,Asia,739.9811058,36.088
Afghanistan,1977,14880372,Asia,786.11336,38.438
Afghanistan,1982,12881816,Asia,978.0114388,39.854
Afghanistan,1987,13867957,Asia,852.3959448,40.822
Afghanistan,1992,16317921,Asia,649.3413952,41.674
Afghanistan,1997,22227415,Asia,635.341351,41.763
Afghanistan,2002,25268405,Asia,726.7340548,42.129
Afghanistan,2007,31889923,Asia,974.5803384,43.828
Albania,1952,1282697,Europe,1601.056136,55.23
Albania,1957,1476505,Europe,1942.284244,59.28
Albania,1962,1728137,Europe,2312.888958,64.82
Albania,1967,1984060,Europe,2760.196931,66.22
Albania,1972,2263554,Europe,3313.422188,67.69
Albania,1977,2509048,Europe,3533.00391,68.93
Albania,1982,2780097,Europe,3630.880722,70.42
Albania,1987,3075321,Europe,3738.932735,72
Albania,1992,3326498,Europe,2497.437901,71.581
Albania,1997,3428038,Europe,3193.054604,72.95
Albania,2002,3508512,Europe,4604.211737,75.651
Albania,2007,3600523,Europe,5937.029526,76.423
Algeria,1952,9279525,Africa,2449.008185,43.077
Algeria,1957,10270856,Africa,3013.976023,45.685
Algeria,1962,11000948,Africa,2550.81688,48.303
Algeria,1967,12760499,Africa,3246.991771,51.407
Algeria,1972,14760787,Africa,4182.663766,54.518
Algeria,1977,17152804,Africa,4910.416756,58.014
Algeria,1982,20033753,Africa,5745.160213,61.368
Algeria,1987,23254956,Africa,5681.358539,65.799
Algeria,1992,26298373,Africa,5023.216647,67.744
Algeria,1997,29072015,Africa,4797.295051,69.152
Algeria,2002,31287142,Africa,5288.040382,70.994
Algeria,2007,33333216,Africa,6223.367465,72.301
Angola,1952,4232095,Africa,3520.610273,30.015
Angola,1957,4561361,Africa,3827.940465,31.999
Angola,1962,4826015,Africa,4269.276742,34
Angola,1967,5247469,Africa,5522.776375,35.985
Angola,1972,5894858,Africa,5473.288005,37.928
Angola,1977,6162675,Africa,3008.647355,39.483
Angola,1982,7016384,Africa,2756.953672,39.942
Angola,1987,7874230,Africa,2430.208311,39.906
Angola,1992,8735988,Africa,2627.845685,40.647
Angola,1997,9875024,Africa,2277.140884,40.963
Angola,2002,10866106,Africa,2773.287312,41.003
Angola,2007,12420476,Africa,4797.231267,42.731
Argentina,1952,17876956,Americas,5911.315053,62.485
Argentina,1957,19610538,Americas,6856.856212,64.399
Argentina,1962,21283783,Americas,7133.166023,65.142
Argentina,1967,22934225,Americas,8052.953021,65.634
Argentina,1972,24779799,Americas,9443.038526,67.065
Argentina,1977,26983828,Americas,10079.02674,68.481
Argentina,1982,29341374,Americas,8997.897412,69.942
Argentina,1987,31620918,Americas,9139.671389,70.774
Argentina,1992,33958947,Americas,9308.41871,71.868
Argentina,1997,36203463,Americas,10967.28195,73.275
Argentina,2002,38331121,Americas,8797.640716,74.34
Argentina,2007,40301927,Americas,12779.37964,75.32
Australia,1952,8691212,Oceania,10039.59564,69.12
Australia,1957,9712569,Oceania,10949.64959,70.33
Australia,1962,10794968,Oceania,12217.22686,70.93
Australia,1967,11872264,Oceania,14526.12465,71.1
Australia,1972,13177000,Oceania,16788.62948,71.93
Australia,1977,14074100,Oceania,18334.19751,73.49
Australia,1982,15184200,Oceania,19477.00928,74.74
Australia,1987,16257249,Oceania,21888.88903,76.32
Australia,1992,17481977,Oceania,23424.76683,77.56
Australia,1997,18565243,Oceania,26997.93657,78.83
Australia,2002,19546792,Oceania,30687.75473,80.37
Australia,2007,20434176,Oceania,34435.36744,81.235
Austria,1952,6927772,Europe,6137.076492,66.8
Austria,1957,6965860,Europe,8842.59803,67.48
Austria,1962,7129864,Europe,10750.72111,69.54
Austria,1967,7376998,Europe,12834.6024,70.14
Austria,1972,7544201,Europe,16661.6256,70.63
Austria,1977,7568430,Europe,19749.4223,72.17
Austria,1982,7574613,Europe,21597.08362,73.18
Austria,1987,7578903,Europe,23687.82607,74.94
Austria,1992,7914969,Europe,27042.01868,76.04
Austria,1997,8069876,Europe,29095.92066,77.51
Austria,2002,8148312,Europe,32417.60769,78.98
Austria,2007,8199783,Europe,36126.4927,79.829
Bahrain,1952,120447,Asia,9867.084765,50.939
Bahrain,1957,138655,Asia,11635.79945,53.832
Bahrain,1962,171863,Asia,12753.27514,56.923
Bahrain,1967,202182,Asia,14804.6727,59.923
Bahrain,1972,230800,Asia,18268.65839,63.3
Bahrain,1977,297410,Asia,19340.10196,65.593
Bahrain,1982,377967,Asia,19211.14731,69.052
Bahrain,1987,454612,Asia,18524.02406,70.75
Bahrain,1992,529491,Asia,19035.57917,72.601
Bahrain,1997,598561,Asia,20292.01679,73.925
Bahrain,2002,656397,Asia,23403.55927,74.795
Bahrain,2007,708573,Asia,29796.04834,75.635
Bangladesh,1952,46886859,Asia,684.2441716,37.484
Bangladesh,1957,51365468,Asia,661.6374577,39.348
Bangladesh,1962,56839289,Asia,686.3415538,41.216
Bangladesh,1967,62821884,Asia,721.1860862,43.453
Bangladesh,1972,70759295,Asia,630.2336265,45.252
Bangladesh,1977,80428306,Asia,659.8772322,46.923
Bangladesh,1982,93074406,Asia,676.9818656,50.009
Bangladesh,1987,103764241,Asia,751.9794035,52.819
Bangladesh,1992,113704579,Asia,837.8101643,56.018
Bangladesh,1997,123315288,Asia,972.7700352,59.412
Bangladesh,2002,135656790,Asia,1136.39043,62.013
Bangladesh,2007,150448339,Asia,1391.253792,64.062
Belgium,1952,8730405,Europe,8343.105127,68
Belgium,1957,8989111,Europe,9714.960623,69.24
Belgium,1962,9218400,Europe,10991.20676,70.25
Belgium,1967,9556500,Europe,13149.04119,70.94
Belgium,1972,9709100,Europe,16672.14356,71.44
Belgium,1977,9821800,Europe,19117.97448,72.8
Belgium,1982,9856303,Europe,20979.84589,73.93
Belgium,1987,9870200,Europe,22525.56308,75.35
Belgium,1992,10045622,Europe,25575.57069,76.46
Belgium,1997,10199787,Europe,27561.19663,77.53
Belgium,2002,10311970,Europe,30485.88375,78.32
Belgium,2007,10392226,Europe,33692.60508,79.441
Benin,1952,1738315,Africa,1062.7522,38.223
Benin,1957,1925173,Africa,959.6010805,40.358
Benin,1962,2151895,Africa,949.4990641,42.618
Benin,1967,2427334,Africa,1035.831411,44.885
Benin,1972,2761407,Africa,1085.796879,47.014
Benin,1977,3168267,Africa,1029.161251,49.19
Benin,1982,3641603,Africa,1277.897616,50.904
Benin,1987,4243788,Africa,1225.85601,52.337
Benin,1992,4981671,Africa,1191.207681,53.919
Benin,1997,6066080,Africa,1232.975292,54.777
Benin,2002,7026113,Africa,1372.877931,54.406
Benin,2007,8078314,Africa,1441.284873,56.728
Bolivia,1952,2883315,Americas,2677.326347,40.414
Bolivia,1957,3211738,Americas,2127.686326,41.89
Bolivia,1962,3593918,Americas,2180.972546,43.428
Bolivia,1967,4040665,Americas,2586.886053,45.032
Bolivia,1972,4565872,Americas,2980.331339,46.714
Bolivia,1977,5079716,Americas,3548.097832,50.023
Bolivia,1982,5642224,Americas,3156.510452,53.859
Bolivia,1987,6156369,Americas,2753.69149,57.251
Bolivia,1992,6893451,Americas,2961.699694,59.957
Bolivia,1997,7693188,Americas,3326.143191,62.05
Bolivia,2002,8445134,Americas,3413.26269,63.883
Bolivia,2007,9119152,Americas,3822.137084,65.554
Bosnia and Herzegovina,1952,2791000,Europe,973.5331948,53.82
Bosnia and Herzegovina,1957,3076000,Europe,1353.989176,58.45
Bosnia and Herzegovina,1962,3349000,Europe,1709.683679,61.93
Bosnia and Herzegovina,1967,3585000,Europe,2172.352423,64.79
Bosnia and Herzegovina,1972,3819000,Europe,2860.16975,67.45
Bosnia and Herzegovina,1977,4086000,Europe,3528.481305,69.86
Bosnia and Herzegovina,1982,4172693,Europe,4126.613157,70.69
Bosnia and Herzegovina,1987,4338977,Europe,4314.114757,71.14
Bosnia and Herzegovina,1992,4256013,Europe,2546.781445,72.178
Bosnia and Herzegovina,1997,3607000,Europe,4766.355904,73.244
Bosnia and Herzegovina,2002,4165416,Europe,6018.975239,74.09
Bosnia and Herzegovina,2007,4552198,Europe,7446.298803,74.852
Botswana,1952,442308,Africa,851.2411407,47.622
Botswana,1957,474639,Africa,918.2325349,49.618
Botswana,1962,512764,Africa,983.6539764,51.52
Botswana,1967,553541,Africa,1214.709294,53.298
Botswana,1972,619351,Africa,2263.611114,56.024
Botswana,1977,781472,Africa,3214.857818,59.319
Botswana,1982,970347,Africa,4551.14215,61.484
Botswana,1987,1151184,Africa,6205.88385,63.622
Botswana,1992,1342614,Africa,7954.111645,62.745
Botswana,1997,1536536,Africa,8647.142313,52.556
Botswana,2002,1630347,Africa,11003.60508,46.634
Botswana,2007,1639131,Africa,12569.85177,50.728
Brazil,1952,56602560,Americas,2108.944355,50.917
Brazil,1957,65551171,Americas,2487.365989,53.285
Brazil,1962,76039390,Americas,3336.585802,55.665
Brazil,1967,88049823,Americas,3429.864357,57.632
Brazil,1972,100840058,Americas,4985.711467,59.504
Brazil,1977,114313951,Americas,6660.118654,61.489
Brazil,1982,128962939,Americas,7030.835878,63.336
Brazil,1987,142938076,Americas,7807.095818,65.205
Brazil,1992,155975974,Americas,6950.283021,67.057
Brazil,1997,168546719,Americas,7957.980824,69.388
Brazil,2002,179914212,Americas,8131.212843,71.006
Brazil,2007,190010647,Americas,9065.800825,72.39
Bulgaria,1952,7274900,Europe,2444.286648,59.6
Bulgaria,1957,7651254,Europe,3008.670727,66.61
Bulgaria,1962,8012946,Europe,4254.337839,69.51
Bulgaria,1967,8310226,Europe,5577.0028,70.42
Bulgaria,1972,8576200,Europe,6597.494398,70.9
Bulgaria,1977,8797022,Europe,7612.240438,70.81
Bulgaria,1982,8892098,Europe,8224.191647,71.08
Bulgaria,1987,8971958,Europe,8239.854824,71.34
Bulgaria,1992,8658506,Europe,6302.623438,71.19
Bulgaria,1997,8066057,Europe,5970.38876,70.32
Bulgaria,2002,7661799,Europe,7696.777725,72.14
Bulgaria,2007,7322858,Europe,10680.79282,73.005
Burkina Faso,1952,4469979,Africa,543.2552413,31.975
Burkina Faso,1957,4713416,Africa,617.1834648,34.906
Burkina Faso,1962,4919632,Africa,722.5120206,37.814
Burkina Faso,1967,5127935,Africa,794.8265597,40.697
Burkina Faso,1972,5433886,Africa,854.7359763,43.591
Burkina Faso,1977,5889574,Africa,743.3870368,46.137
Burkina Faso,1982,6634596,Africa,807.1985855,48.122
Burkina Faso,1987,7586551,Africa,912.0631417,49.557
Burkina Faso,1992,8878303,Africa,931.7527731,50.26
Burkina Faso,1997,10352843,Africa,946.2949618,50.324
Burkina Faso,2002,12251209,Africa,1037.645221,50.65
Burkina Faso,2007,14326203,Africa,1217.032994,52.295
Burundi,1952,2445618,Africa,339.2964587,39.031
Burundi,1957,2667518,Africa,379.5646281,40.533
Burundi,1962,2961915,Africa,355.2032273,42.045
Burundi,1967,3330989,Africa,412.9775136,43.548
Burundi,1972,3529983,Africa,464.0995039,44.057
Burundi,1977,3834415,Africa,556.1032651,45.91
Burundi,1982,4580410,Africa,559.603231,47.471
Burundi,1987,5126023,Africa,621.8188189,48.211
Burundi,1992,5809236,Africa,631.6998778,44.736
Burundi,1997,6121610,Africa,463.1151478,45.326
Burundi,2002,7021078,Africa,446.4035126,47.36
Burundi,2007,8390505,Africa,430.0706916,49.58
Cambodia,1952,4693836,Asia,368.4692856,39.417
Cambodia,1957,5322536,Asia,434.0383364,41.366
Cambodia,1962,6083619,Asia,496.9136476,43.415
Cambodia,1967,6960067,Asia,523.4323142,45.415
Cambodia,1972,7450606,Asia,421.6240257,40.317
Cambodia,1977,6978607,Asia,524.9721832,31.22
Cambodia,1982,7272485,Asia,624.4754784,50.957
Cambodia,1987,8371791,Asia,683.8955732,53.914
Cambodia,1992,10150094,Asia,682.3031755,55.803
Cambodia,1997,11782962,Asia,734.28517,56.534
Cambodia,2002,12926707,Asia,896.2260153,56.752
Cambodia,2007,14131858,Asia,1713.778686,59.723
Cameroon,1952,5009067,Africa,1172.667655,38.523
Cameroon,1957,5359923,Africa,1313.048099,40.428
Cameroon,1962,5793633,Africa,1399.607441,42.643
Cameroon,1967,6335506,Africa,1508.453148,44.799
Cameroon,1972,7021028,Africa,1684.146528,47.049
Cameroon,1977,7959865,Africa,1783.432873,49.355
Cameroon,1982,9250831,Africa,2367.983282,52.961
Cameroon,1987,10780667,Africa,2602.664206,54.985
Cameroon,1992,12467171,Africa,1793.163278,54.314
Cameroon,1997,14195809,Africa,1694.337469,52.199
Cameroon,2002,15929988,Africa,1934.011449,49.856
Cameroon,2007,17696293,Africa,2042.09524,50.43
Canada,1952,14785584,Americas,11367.16112,68.75
Canada,1957,17010154,Americas,12489.95006,69.96
Canada,1962,18985849,Americas,13462.48555,71.3
Canada,1967,20819767,Americas,16076.58803,72.13
Canada,1972,22284500,Americas,18970.57086,72.88
Canada,1977,23796400,Americas,22090.88306,74.21
Canada,1982,25201900,Americas,22898.79214,75.76
Canada,1987,26549700,Americas,26626.51503,76.86
Canada,1992,28523502,Americas,26342.88426,77.95
Canada,1997,30305843,Americas,28954.92589,78.61
Canada,2002,31902268,Americas,33328.96507,79.77
Canada,2007,33390141,Americas,36319.23501,80.653
Central African Republic,1952,1291695,Africa,1071.310713,35.463
Central African Republic,1957,1392284,Africa,1190.844328,37.464
Central African Republic,1962,1523478,Africa,1193.068753,39.475
Central African Republic,1967,1733638,Africa,1136.056615,41.478
Central African Republic,1972,1927260,Africa,1070.013275,43.457
Central African Republic,1977,2167533,Africa,1109.374338,46.775
Central African Republic,1982,2476971,Africa,956.7529907,48.295
Central African Republic,1987,2840009,Africa,844.8763504,50.485
Central African Republic,1992,3265124,Africa,747.9055252,49.396
Central African Republic,1997,3696513,Africa,740.5063317,46.066
Central African Republic,2002,4048013,Africa,738.6906068,43.308
Central African Republic,2007,4369038,Africa,706.016537,44.741
Chad,1952,2682462,Africa,1178.665927,38.092
Chad,1957,2894855,Africa,1308.495577,39.881
Chad,1962,3150417,Africa,1389.817618,41.716
Chad,1967,3495967,Africa,1196.810565,43.601
Chad,1972,3899068,Africa,1104.103987,45.569
Chad,1977,4388260,Africa,1133.98495,47.383
Chad,1982,4875118,Africa,797.9081006,49.517
Chad,1987,5498955,Africa,952.386129,51.051
Chad,1992,6429417,Africa,1058.0643,51.724
Chad,1997,7562011,Africa,1004.961353,51.573
Chad,2002,8835739,Africa,1156.18186,50.525
Chad,2007,10238807,Africa,1704.063724,50.651
Chile,1952,6377619,Americas,3939.978789,54.745
Chile,1957,7048426,Americas,4315.622723,56.074
Chile,1962,7961258,Americas,4519.094331,57.924
Chile,1967,8858908,Americas,5106.654313,60.523
Chile,1972,9717524,Americas,5494.024437,63.441
Chile,1977,10599793,Americas,4756.763836,67.052
Chile,1982,11487112,Americas,5095.665738,70.565
Chile,1987,12463354,Americas,5547.063754,72.492
Chile,1992,13572994,Americas,7596.125964,74.126
Chile,1997,14599929,Americas,10118.05318,75.816
Chile,2002,15497046,Americas,10778.78385,77.86
Chile,2007,16284741,Americas,13171.63885,78.553
China,1952,556263528,Asia,400.4486107,44
China,1957,637408000,Asia,575.9870009,50.54896
China,1962,665770000,Asia,487.6740183,44.50136
China,1967,754550000,Asia,612.7056934,58.38112
China,1972,862030000,Asia,676.9000921,63.11888
China,1977,943455000,Asia,741.2374699,63.96736
China,1982,1000281000,Asia,962.4213805,65.525
China,1987,1084035000,Asia,1378.904018,67.274
China,1992,1164970000,Asia,1655.784158,68.69
China,1997,1230075000,Asia,2289.234136,70.426
China,2002,1280400000,Asia,3119.280896,72.028
China,2007,1318683096,Asia,4959.114854,72.961
Colombia,1952,12350771,Americas,2144.115096,50.643
Colombia,1957,14485993,Americas,2323.805581,55.118
Colombia,1962,17009885,Americas,2492.351109,57.863
Colombia,1967,19764027,Americas,2678.729839,59.963
Colombia,1972,22542890,Americas,3264.660041,61.623
Colombia,1977,25094412,Americas,3815.80787,63.837
Colombia,1982,27764644,Americas,4397.575659,66.653
Colombia,1987,30964245,Americas,4903.2191,67.768
Colombia,1992,34202721,Americas,5444.648617,68.421
Colombia,1997,37657830,Americas,6117.361746,70.313
Colombia,2002,41008227,Americas,5755.259962,71.682
Colombia,2007,44227550,Americas,7006.580419,72.889
Comoros,1952,153936,Africa,1102.990936,40.715
Comoros,1957,170928,Africa,1211.148548,42.46
Comoros,1962,191689,Africa,1406.648278,44.467
Comoros,1967,217378,Africa,1876.029643,46.472
Comoros,1972,250027,Africa,1937.577675,48.944
Comoros,1977,304739,Africa,1172.603047,50.939
Comoros,1982,348643,Africa,1267.100083,52.933
Comoros,1987,395114,Africa,1315.980812,54.926
Comoros,1992,454429,Africa,1246.90737,57.939
Comoros,1997,527982,Africa,1173.618235,60.66
Comoros,2002,614382,Africa,1075.811558,62.974
Comoros,2007,710960,Africa,986.1478792,65.152
Congo Dem. Rep.,1952,14100005,Africa,780.5423257,39.143
Congo Dem. Rep.,1957,15577932,Africa,905.8602303,40.652
Congo Dem. Rep.,1962,17486434,Africa,896.3146335,42.122
Congo Dem. Rep.,1967,19941073,Africa,861.5932424,44.056
Congo Dem. Rep.,1972,23007669,Africa,904.8960685,45.989
Congo Dem. Rep.,1977,26480870,Africa,795.757282,47.804
Congo Dem. Rep.,1982,30646495,Africa,673.7478181,47.784
Congo Dem. Rep.,1987,35481645,Africa,672.774812,47.412
Congo Dem. Rep.,1992,41672143,Africa,457.7191807,45.548
Congo Dem. Rep.,1997,47798986,Africa,312.188423,42.587
Congo Dem. Rep.,2002,55379852,Africa,241.1658765,44.966
Congo Dem. Rep.,2007,64606759,Africa,277.5518587,46.462
Congo Rep.,1952,854885,Africa,2125.621418,42.111
Congo Rep.,1957,940458,Africa,2315.056572,45.053
Congo Rep.,1962,1047924,Africa,2464.783157,48.435
Congo Rep.,1967,1179760,Africa,2677.939642,52.04
Congo Rep.,1972,1340458,Africa,3213.152683,54.907
Congo Rep.,1977,1536769,Africa,3259.178978,55.625
Congo Rep.,1982,1774735,Africa,4879.507522,56.695
Congo Rep.,1987,2064095,Africa,4201.194937,57.47
Congo Rep.,1992,2409073,Africa,4016.239529,56.433
Congo Rep.,1997,2800947,Africa,3484.164376,52.962
Congo Rep.,2002,3328795,Africa,3484.06197,52.97
Congo Rep.,2007,3800610,Africa,3632.557798,55.322
Costa Rica,1952,926317,Americas,2627.009471,57.206
Costa Rica,1957,1112300,Americas,2990.010802,60.026
Costa Rica,1962,1345187,Americas,3460.937025,62.842
Costa Rica,1967,1588717,Americas,4161.727834,65.424
Costa Rica,1972,1834796,Americas,5118.146939,67.849
Costa Rica,1977,2108457,Americas,5926.876967,70.75
Costa Rica,1982,2424367,Americas,5262.734751,73.45
Costa Rica,1987,2799811,Americas,5629.915318,74.752
Costa Rica,1992,3173216,Americas,6160.416317,75.713
Costa Rica,1997,3518107,Americas,6677.045314,77.26
Costa Rica,2002,3834934,Americas,7723.447195,78.123
Costa Rica,2007,4133884,Americas,9645.06142,78.782
Cote d'Ivoire,1952,2977019,Africa,1388.594732,40.477
Cote d'Ivoire,1957,3300000,Africa,1500.895925,42.469
Cote d'Ivoire,1962,3832408,Africa,1728.869428,44.93
Cote d'Ivoire,1967,4744870,Africa,2052.050473,47.35
Cote d'Ivoire,1972,6071696,Africa,2378.201111,49.801
Cote d'Ivoire,1977,7459574,Africa,2517.736547,52.374
Cote d'Ivoire,1982,9025951,Africa,2602.710169,53.983
Cote d'Ivoire,1987,10761098,Africa,2156.956069,54.655
Cote d'Ivoire,1992,12772596,Africa,1648.073791,52.044
Cote d'Ivoire,1997,14625967,Africa,1786.265407,47.991
Cote d'Ivoire,2002,16252726,Africa,1648.800823,46.832
Cote d'Ivoire,2007,18013409,Africa,1544.750112,48.328
Croatia,1952,3882229,Europe,3119.23652,61.21
Croatia,1957,3991242,Europe,4338.231617,64.77
Croatia,1962,4076557,Europe,5477.890018,67.13
Croatia,1967,4174366,Europe,6960.297861,68.5
Croatia,1972,4225310,Europe,9164.090127,69.61
Croatia,1977,4318673,Europe,11305.38517,70.64
Croatia,1982,4413368,Europe,13221.82184,70.46
Croatia,1987,4484310,Europe,13822.58394,71.52
Croatia,1992,4494013,Europe,8447.794873,72.527
Croatia,1997,4444595,Europe,9875.604515,73.68
Croatia,2002,4481020,Europe,11628.38895,74.876
Croatia,2007,4493312,Europe,14619.22272,75.748
Cuba,1952,6007797,Americas,5586.53878,59.421
Cuba,1957,6640752,Americas,6092.174359,62.325
Cuba,1962,7254373,Americas,5180.75591,65.246
Cuba,1967,8139332,Americas,5690.268015,68.29
Cuba,1972,8831348,Americas,5305.445256,70.723
Cuba,1977,9537988,Americas,6380.494966,72.649
Cuba,1982,9789224,Americas,7316.918107,73.717
Cuba,1987,10239839,Americas,7532.924763,74.174
Cuba,1992,10723260,Americas,5592.843963,74.414
Cuba,1997,10983007,Americas,5431.990415,76.151
Cuba,2002,11226999,Americas,6340.646683,77.158
Cuba,2007,11416987,Americas,8948.102923,78.273
Czech Republic,1952,9125183,Europe,6876.14025,66.87
Czech Republic,1957,9513758,Europe,8256.343918,69.03
Czech Republic,1962,9620282,Europe,10136.86713,69.9
Czech Republic,1967,9835109,Europe,11399.44489,70.38
Czech Republic,1972,9862158,Europe,13108.4536,70.29
Czech Republic,1977,10161915,Europe,14800.16062,70.71
Czech Republic,1982,10303704,Europe,15377.22855,70.96
Czech Republic,1987,10311597,Europe,16310.4434,71.58
Czech Republic,1992,10315702,Europe,14297.02122,72.4
Czech Republic,1997,10300707,Europe,16048.51424,74.01
Czech Republic,2002,10256295,Europe,17596.21022,75.51
Czech Republic,2007,10228744,Europe,22833.30851,76.486
Denmark,1952,4334000,Europe,9692.385245,70.78
Denmark,1957,4487831,Europe,11099.65935,71.81
Denmark,1962,4646899,Europe,13583.31351,72.35
Denmark,1967,4838800,Europe,15937.21123,72.96
Denmark,1972,4991596,Europe,18866.20721,73.47
Denmark,1977,5088419,Europe,20422.9015,74.69
Denmark,1982,5117810,Europe,21688.04048,74.63
Denmark,1987,5127024,Europe,25116.17581,74.8
Denmark,1992,5171393,Europe,26406.73985,75.33
